Run: Algorithm: Evaluation No: Grid Size: Ship Sizes: Generations: Population Size: Mutation Rate: Fitness Score: Time Taken For Run
1: Random AI: 1: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 0.002123416
1: Random AI: 2: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 62: 7.45542E-4
1: Random AI: 3: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 0.001354292
1: Random AI: 4: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 88: 6.66292E-4
1: Random AI: 5: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 0.001974083
1: Random AI: 6: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 91: 0.001365958
1: Random AI: 7: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 4.65792E-4
1: Random AI: 8: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 63: 2.51291E-4
1: Random AI: 9: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.9225E-4
1: Random AI: 10: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.9525E-4
1: Random AI: 11: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 2.24708E-4
1: Random AI: 12: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.65125E-4
1: Random AI: 13: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 4.27708E-4
1: Random AI: 14: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 43: 1.40375E-4
1: Random AI: 15: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.89667E-4
1: Random AI: 16: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.48708E-4
1: Random AI: 17: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 53: 1.10125E-4
1: Random AI: 18: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 86: 2.19708E-4
1: Random AI: 19: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 87: 2.20917E-4
1: Random AI: 20: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 1.03125E-4
1: Random AI: 21: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 86: 2.19E-4
1: Random AI: 22: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 81: 2.18041E-4
1: Random AI: 23: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 1.8375E-4
1: Random AI: 24: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 1.08291E-4
1: Random AI: 25: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 57: 1.22042E-4
1: Random AI: 26: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 1.14958E-4
1: Random AI: 27: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 1.105E-4
1: Random AI: 28: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 1.54792E-4
1: Random AI: 29: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 1.18375E-4
1: Random AI: 30: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 1.75042E-4
1: Random AI: 31: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 9.5542E-5
1: Random AI: 32: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 87: 1.33542E-4
1: Random AI: 33: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 79: 1.38833E-4
1: Random AI: 34: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 9.85E-5
1: Random AI: 35: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.36125E-4
1: Random AI: 36: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 40: 6.3917E-5
1: Random AI: 37: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.35625E-4
1: Random AI: 38: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 93: 1.74125E-4
1: Random AI: 39: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 78: 1.38292E-4
1: Random AI: 40: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 47: 7.5459E-5
1: Random AI: 41: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 39: 7.35E-5
1: Random AI: 42: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 52: 1.12125E-4
1: Random AI: 43: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.19209E-4
1: Random AI: 44: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 71: 1.13833E-4
1: Random AI: 45: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 9.6083E-5
1: Random AI: 46: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 2.11208E-4
1: Random AI: 47: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 63: 1.30417E-4
1: Random AI: 48: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 6.9125E-5
1: Random AI: 49: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 1.47834E-4
1: Random AI: 50: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 52: 1.36084E-4
1: Random AI: 51: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 87: 2.16125E-4
1: Random AI: 52: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 1.29459E-4
1: Random AI: 53: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 1.8175E-4
1: Random AI: 54: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 1.07708E-4
1: Random AI: 55: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 93: 1.64375E-4
1: Random AI: 56: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 59: 1.27542E-4
1: Random AI: 57: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 1.50458E-4
1: Random AI: 58: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.17834E-4
1: Random AI: 59: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 42: 9.1542E-5
1: Random AI: 60: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 1.05E-4
1: Random AI: 61: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 7.9584E-5
1: Random AI: 62: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 77: 1.29459E-4
1: Random AI: 63: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 79: 1.23917E-4
1: Random AI: 64: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.14792E-4
1: Random AI: 65: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.06917E-4
1: Random AI: 66: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 88: 1.7275E-4
1: Random AI: 67: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.35167E-4
1: Random AI: 68: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 74: 1.41292E-4
1: Random AI: 69: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 1.09583E-4
1: Random AI: 70: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 2.84333E-4
1: Random AI: 71: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 0.001698875
1: Random AI: 72: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 1.71042E-4
1: Random AI: 73: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 9.4042E-5
1: Random AI: 74: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 9.3209E-5
1: Random AI: 75: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 89: 1.74625E-4
1: Random AI: 76: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 1.19E-4
1: Random AI: 77: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 76: 1.15375E-4
1: Random AI: 78: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 1.13084E-4
1: Random AI: 79: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.29125E-4
1: Random AI: 80: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 40: 6.7833E-5
1: Random AI: 81: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 38: 7.5417E-5
1: Random AI: 82: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 78: 1.52583E-4
1: Random AI: 83: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 3.63541E-4
1: Random AI: 84: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 77: 1.20916E-4
1: Random AI: 85: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 42: 2.95083E-4
1: Random AI: 86: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 74: 1.87583E-4
1: Random AI: 87: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 74: 3.21666E-4
1: Random AI: 88: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 88: 1.47291E-4
1: Random AI: 89: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 1.04667E-4
1: Random AI: 90: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 40: 7.0292E-5
1: Random AI: 91: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.04416E-4
1: Random AI: 92: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 62: 1.13167E-4
1: Random AI: 93: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 53: 7.5958E-5
1: Random AI: 94: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 74: 1.08416E-4
1: Random AI: 95: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 81: 1.36084E-4
1: Random AI: 96: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 1.1725E-4
1: Random AI: 97: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 57: 1.06625E-4
1: Random AI: 98: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 79: 1.74375E-4
1: Random AI: 99: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.40375E-4
1: Random AI: 100: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 8.0459E-5
2: Random AI: 1: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 1.9425E-4
2: Random AI: 2: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.93667E-4
2: Random AI: 3: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 85: 2.42125E-4
2: Random AI: 4: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 89: 1.38458E-4
2: Random AI: 5: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 9.9125E-5
2: Random AI: 6: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.28959E-4
2: Random AI: 7: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 1.52291E-4
2: Random AI: 8: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 82: 1.96083E-4
2: Random AI: 9: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 1.24083E-4
2: Random AI: 10: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 7.53125E-4
2: Random AI: 11: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.24583E-4
2: Random AI: 12: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.0925E-4
2: Random AI: 13: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 1.63125E-4
2: Random AI: 14: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 70: 9.6375E-5
2: Random AI: 15: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.17833E-4
2: Random AI: 16: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 8.9667E-5
2: Random AI: 17: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.04917E-4
2: Random AI: 18: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 46: 5.8542E-5
2: Random AI: 19: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 1.35125E-4
2: Random AI: 20: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 1.13959E-4
2: Random AI: 21: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 8.9167E-5
2: Random AI: 22: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 76: 1.22208E-4
2: Random AI: 23: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 97: 1.52E-4
2: Random AI: 24: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 63: 7.8667E-5
2: Random AI: 25: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 54: 1.9375E-4
2: Random AI: 26: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 1.32834E-4
2: Random AI: 27: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 76: 1.56791E-4
2: Random AI: 28: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 8.9416E-5
2: Random AI: 29: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 2.06458E-4
2: Random AI: 30: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 1.13542E-4
2: Random AI: 31: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 76: 1.18E-4
2: Random AI: 32: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 84: 1.34125E-4
2: Random AI: 33: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 8.7042E-5
2: Random AI: 34: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 1.09084E-4
2: Random AI: 35: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 96: 1.64875E-4
2: Random AI: 36: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 1.815E-4
2: Random AI: 37: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 59: 1.59375E-4
2: Random AI: 38: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 1.46125E-4
2: Random AI: 39: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 71: 1.16292E-4
2: Random AI: 40: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 84: 1.73959E-4
2: Random AI: 41: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 2.55875E-4
2: Random AI: 42: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 82: 2.69667E-4
2: Random AI: 43: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 1.35542E-4
2: Random AI: 44: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 46: 8.1417E-5
2: Random AI: 45: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 1.33042E-4
2: Random AI: 46: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 43: 4.5E-5
2: Random AI: 47: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 84: 1.69375E-4
2: Random AI: 48: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 1.26959E-4
2: Random AI: 49: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 39: 7.8166E-5
2: Random AI: 50: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 9.15E-5
2: Random AI: 51: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 60: 1.31458E-4
2: Random AI: 52: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 9.1625E-5
2: Random AI: 53: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 1.47458E-4
2: Random AI: 54: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 1.40666E-4
