Run: Algorithm: Evaluation No: Grid Size: Ship Sizes: Generations: Population Size: Mutation Rate: Fitness Score: Time Taken For Run
1: GA: 1: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 78: 0.08162125
1: GA: 2: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 72: 0.024020958
1: GA: 3: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 50: 0.03081025
1: GA: 4: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 59: 0.070041916
1: GA: 5: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 52: 0.044097542
1: GA: 6: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 54: 0.036273542
1: GA: 7: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 72: 0.020616
1: GA: 8: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 65: 0.015175792
1: GA: 9: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 76: 0.014178959
1: GA: 10: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 62: 0.018449542
1: GA: 11: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 47: 0.013363458
1: GA: 12: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 74: 0.016170375
1: GA: 13: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 59: 0.015395
1: GA: 14: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 49: 0.01510925
1: GA: 15: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 69: 0.010244042
1: GA: 16: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 63: 0.012265708
1: GA: 17: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 60: 0.013766417
1: GA: 18: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 63: 0.008107375
1: GA: 19: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 68: 0.009854084
1: GA: 20: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 73: 0.013258667
1: GA: 21: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 74: 0.010385792
1: GA: 22: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 58: 0.014353958
1: GA: 23: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 49: 0.011836083
1: GA: 24: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 51: 0.0141525
1: GA: 25: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 59: 0.014125416
1: GA: 26: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 80: 0.011690875
1: GA: 27: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 78: 0.015684834
1: GA: 28: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 73: 0.015287209
1: GA: 29: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 77: 0.011605458
1: GA: 30: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 59: 0.009976125
1: GA: 31: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 69: 0.012754417
1: GA: 32: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 79: 0.01432025
1: GA: 33: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 51: 0.014432375
1: GA: 34: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 52: 0.015243083
1: GA: 35: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 47: 0.0079565
1: GA: 36: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 70: 0.01455425
1: GA: 37: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 81: 0.009708208
1: GA: 38: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 91: 0.010525208
1: GA: 39: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 54: 0.008435
1: GA: 40: 10: [5, 4, 3, 2, 2]: 50: 20: 0.1: 87: 0.011866791
