Run: Algorithm: Evaluation No: Grid Size: Ship Sizes: Generations: Population Size: Mutation Rate: Fitness Score: Time Taken For Run
1: GA: 1: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 78: 0.238582125
1: GA: 2: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 96: 0.124085791
1: GA: 3: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 71: 0.0797185
1: GA: 4: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 45: 0.080286042
1: GA: 5: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 78: 0.075826417
1: GA: 6: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 53: 0.07668075
1: GA: 7: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 59: 0.073953208
1: GA: 8: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 64: 0.074794791
1: GA: 9: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 60: 0.074401458
1: GA: 10: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 51: 0.074317667
1: GA: 11: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 80: 0.073619125
1: GA: 12: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 62: 0.071228292
1: GA: 13: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 49: 0.073368417
1: GA: 14: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 100: 0.073187167
1: GA: 15: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 79: 0.076911584
1: GA: 16: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 73: 0.07987575
1: GA: 17: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 64: 0.075884
1: GA: 18: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 63: 0.075833791
1: GA: 19: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 62: 0.074672708
1: GA: 20: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 53: 0.071869458
1: GA: 21: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 57: 0.072635416
1: GA: 22: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 44: 0.073579375
1: GA: 23: 10: [5, 4, 3, 2, 2]: 50: 100: 0.05: 67: 0.071445292
