Run: Algorithm: Evaluation No: Grid Size: Ship Sizes: Generations: Population Size: Mutation Rate: Fitness Score: Time Taken For Run
1: GA: 1: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 85: 0.2230705
1: GA: 2: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 0.124846709
1: GA: 3: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 47: 0.078629458
1: GA: 4: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 0.079118834
1: GA: 5: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 57: 0.079158667
1: GA: 6: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 0.074611416
1: GA: 7: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 37: 0.075356375
1: GA: 8: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 0.077109916
1: GA: 9: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 0.076433583
1: GA: 10: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 84: 0.191420333
1: GA: 11: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 0.073595708
1: GA: 12: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 46: 0.072870708
1: GA: 13: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 86: 0.072290291
1: GA: 14: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 72: 0.075337958
1: GA: 15: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 0.073152708
1: GA: 16: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 0.074497916
1: GA: 17: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 62: 0.072332458
1: GA: 18: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 0.073086583
1: GA: 19: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 81: 0.075523959
1: GA: 20: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 0.072662208
1: GA: 21: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 48: 0.072885208
1: GA: 22: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 0.072267958
1: GA: 23: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 0.076918542
1: GA: 24: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 57: 0.072107417
1: GA: 25: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 83: 0.072686792
1: GA: 26: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 78: 0.073505917
1: GA: 27: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 78: 0.073816041
1: GA: 28: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 0.078615666
1: GA: 29: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 0.079116375
1: GA: 30: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 82: 0.078182208
1: GA: 31: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 47: 0.073588
1: GA: 32: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 0.075001209
1: GA: 33: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 54: 0.080139334
1: GA: 34: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 33: 0.071376625
1: GA: 35: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 0.072752333
1: GA: 36: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 0.073259459
1: GA: 37: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 0.073617
1: GA: 38: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 0.076709875
1: GA: 39: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 0.076168166
