Run: Algorithm: Evaluation No: Grid Size: Ship Sizes: Generations: Population Size: Mutation Rate: Fitness Score: Time Taken For Run
1: Random AI: 1: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 0.002605
1: Random AI: 2: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 56: 8.91959E-4
1: Random AI: 3: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 76: 9.90917E-4
1: Random AI: 4: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 6.88625E-4
1: Random AI: 5: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 9.06916E-4
1: Random AI: 6: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 3.12584E-4
1: Random AI: 7: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 69: 2.33709E-4
1: Random AI: 8: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 80: 8.65834E-4
1: Random AI: 9: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 4.45833E-4
1: Random AI: 10: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 54: 1.85458E-4
1: Random AI: 11: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 78: 1.43625E-4
1: Random AI: 12: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 2.00959E-4
1: Random AI: 13: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 1.26791E-4
1: Random AI: 14: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 1.79792E-4
1: Random AI: 15: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 61: 4.375E-4
1: Random AI: 16: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 5.155E-4
1: Random AI: 17: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 55: 1.12792E-4
1: Random AI: 18: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 65: 2.62709E-4
1: Random AI: 19: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 66: 3.475E-4
1: Random AI: 20: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 68: 3.12667E-4
1: Random AI: 21: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 2.16875E-4
1: Random AI: 22: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 94: 3.69667E-4
1: Random AI: 23: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 75: 3.03875E-4
1: Random AI: 24: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 73: 1.58083E-4
1: Random AI: 25: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 50: 1.21167E-4
1: Random AI: 26: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 46: 1.25875E-4
1: Random AI: 27: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 43: 7.925E-5
1: Random AI: 28: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 64: 1.11958E-4
1: Random AI: 29: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 54: 2.59459E-4
1: Random AI: 30: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 83: 3.09833E-4
1: Random AI: 31: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 70: 2.51542E-4
1: Random AI: 32: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 49: 3.115E-4
1: Random AI: 33: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 43: 7.975E-5
1: Random AI: 34: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 85: 2.64625E-4
1: Random AI: 35: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 81: 2.205E-4
1: Random AI: 36: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 86: 3.19042E-4
1: Random AI: 37: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 58: 1.99875E-4
1: Random AI: 38: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 67: 4.23791E-4
1: Random AI: 39: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 79: 2.07292E-4
1: Random AI: 40: 10: [5, 4, 3, 2, 2]: 50: 100: 0.1: 52: 1.10833E-4
